"","time_jjj","t2m_2016_changpin","d2m_2016_changpin","u10_2016_changpin","v10_2016_changpin","blh_2016_changpin","sp_2016_changpin","e_2016_changpin","tp_2016_changpin","fal_2016_changpin","wind_direction","wind_speed"
"2832",2831,13.5676788159173,9.85088183613868,0.689834933044975,-1.29032640217181,19.3096845716855,95097.7799744022,-2.63226613658288e-05,-1.73472347597681e-18,0.121902573673416,-88.372602360209,1.46315223370325
"2833",2832,16.0782794091288,9.42580772959769,-0.33829109294694,-0.974225676749333,135.108595112727,95174.9517924176,-7.59247912948762e-05,-1.73472347597681e-18,0.121902573673416,60.1586634209532,1.03128877275229
"2834",2833,15.9758556841022,7.42763328503935,-1.73379491012303,-0.239173542110195,630.277327025708,95216.6465187386,-0.000149297730468622,-1.73472347597681e-18,0.121902573673416,258.068430486337,1.75021392224324
"2835",2834,20.6117485716155,7.33522587057388,-2.15656742253523,0.848779103896129,1077.98341534783,95247.7346918728,-0.000176121843028439,-1.73472347597681e-18,0.121902573673416,-215.25079318446,2.31758689484363
"2836",2835,20.1666930997737,7.63310388896832,-1.60394968356457,1.82067088653838,1326.72742704651,95211.5261137519,-0.000192006513035929,-1.73472347597681e-18,0.121902573673416,-129.995849708416,2.42641650680491
"2837",2836,20.0008642116354,7.50047207055911,-0.768597287446142,2.5698767850024,1515.74968302266,95169.0999010041,-0.000212592895510258,-1.73472347597681e-18,0.121902573673416,-52.3101640010181,2.68235129697135
"2838",2837,22.5980372390956,5.93715604701458,0.0135761762933966,3.08696095673828,1680.3365465742,95093.3910558421,-0.000223813316895265,-1.73472347597681e-18,0.121902573673416,0.791618686511763,3.0869908099943
"2839",2838,22.5992565691554,5.74581834176848,0.720412819162838,3.42853845704556,1836.64022625298,95019.8766699602,-0.000215777322280627,-1.73472347597681e-18,0.121902573673416,37.2797003961454,3.50340842344344
"2840",2839,22.6919256537033,5.7534283641362,1.1352084917182,3.70831118865082,1865.79703348506,94937.9501901714,-0.000194666445985296,-1.73472347597681e-18,0.121902573673416,53.4720547992967,3.87817872093873
"2841",2840,21.5152721459573,5.61536081546433,1.75607252724176,3.91873047751415,1882.52906490802,94872.8478981963,-0.000158663691557944,-1.73472347597681e-18,0.121902573673416,75.8325168398871,4.29420997115087
"2842",2841,21.6372051519413,5.40228018916758,1.70865464587058,4.26502589909638,1587.39922352194,94796.773309821,-0.000118165275807717,-1.73472347597681e-18,0.121902573673416,68.5873331189879,4.59455619389055
"2843",2842,18.5401067999466,6.22198831277859,1.27613266252226,2.44768262398088,780.202955122478,94800.4307419544,-6.93124227658152e-05,-1.73472347597681e-18,0.122098980714537,86.5065721958979,2.76037403264378
"2844",2843,18.4303670945609,6.36657873776568,0.452745526189081,2.34766269295168,233.678483198449,94836.273576862,-2.56483121673976e-05,-1.73472347597681e-18,0.122098980714537,34.2919259524944,2.39092003867995
"2845",2844,17.932880430146,5.94911465359246,0.231609799046854,2.28632971637716,84.3326779727709,94898.4499231303,-7.6656668759e-06,-1.73472347597681e-18,0.122098980714537,18.1723690506924,2.29803104221936
"2846",2845,17.3914978835769,6.04043492200532,0.591453908144024,1.87964490247541,51.8625971915917,94896.6212070636,-5.43656813664151e-06,-1.73472347597681e-18,0.122098980714537,54.8736894257951,1.97050315525264
"2847",2846,16.3075134603787,6.43072035486523,1.37141158303444,1.17761821676101,48.9634828361295,94862.9728314361,-3.90055051799267e-06,-1.73472347597681e-18,0.122098980714537,155.030132912982,1.80763779406396
"2848",2847,13.7286303838162,7.07213652586057,1.60672835881104,0.545888558043544,51.1999424817718,94863.3385746494,-3.00141825341788e-06,-1.73472347597681e-18,0.122098980714537,223.790486768489,1.69692967939466
"2849",2848,13.8712920008176,6.78621711404401,1.40464841577125,0.112783385001998,45.401713770847,94827.4957397418,-2.13974983320027e-06,-1.73472347597681e-18,0.122098980714537,268.321544403906,1.40916899762278
"2850",2849,13.5018349926859,6.88297311271953,1.28987055338681,-0.175009812770707,39.6863168986497,94766.7823663269,-1.84003907834193e-06,-1.73472347597681e-18,0.122098980714537,-258.469145330079,1.30168908694067
"2851",2850,12.7373150451659,6.91776178640066,1.08823376811684,-0.477900358623291,31.568796703355,94714.4810868189,-1.69018370091282e-06,2.44937407936283e-06,0.122098980714537,-208.25997862957,1.18854595487177
"2852",2851,11.9142672547737,6.80796003509465,0.652166522609926,-0.61094573857723,22.2916307658752,94645.7213627104,-1.46540063476904e-06,-1.73472347597681e-18,0.122098980714537,-147.243759354525,0.893630722781396
"2853",2852,10.3888853499133,6.34157437855737,0.358796078986371,-0.402413618223893,17.7358796358626,94641.6981873636,-1.48413255694768e-06,-1.73472347597681e-18,0.122098980714537,-131.068882479881,0.539139449890323
"2854",2853,10.2352497623734,6.27199703119516,0.224962432499493,-0.563766525827607,14.3397742480356,94587.9339350022,-1.40920486823312e-06,-1.73472347597681e-18,0.122098980714537,-68.3413172683926,0.606993238578337
"2855",2854,13.1982218077856,5.79473991413255,0.00116775873832176,-1.14359905052048,27.2615410895251,94584.6422460821,-2.51438827677316e-06,-1.73472347597681e-18,0.122319938635799,-0.183802618360946,1.14359964673474
"2856",2855,15.0869640704785,6.82426722588269,-0.318348993304855,-1.60689891972179,62.9620635810766,94618.2906217097,-1.54768784243943e-05,-1.73472347597681e-18,0.122319938635799,35.2046402965537,1.63813009853957
"2857",2856,15.7210157015955,6.61009945353339,-1.21175505727024,-0.879395459122589,242.789985458474,94627.4342020433,-4.63096223304412e-05,-1.73472347597681e-18,0.122319938635799,169.742888151156,1.49722633303901
"2858",2857,15.4930009804053,6.90906461798039,-1.42092552462722,0.00898911695282578,376.232077648473,94622.3137970565,-9.61178034034537e-05,-1.73472347597681e-18,0.122319938635799,-281.604630679267,1.42095395800171
"2859",2858,20.6361351728123,8.20059412839134,-1.48429708571206,0.783671790301648,558.296459171512,94591.957110349,-0.000140755973955161,8.16458026452541e-07,0.122319938635799,-195.30359498931,1.67847529429775
"2860",2859,20.0971912863628,8.57565951651577,-1.38414342973182,1.36020177010205,711.783856333565,94518.0769812537,-0.000179549784787131,-1.73472347597681e-18,0.122319938635799,-142.9419490576,1.94061894493961
"2861",2860,19.8167453725995,8.95181205069269,-0.966688810557515,1.85794246461058,821.618874486227,94447.1227978652,-0.000212218257066685,-1.73472347597681e-18,0.122319938635799,-86.3560762743852,2.09438235722619
"2862",2861,23.3954790982312,9.92915635192116,-0.150392198541521,2.68027614283652,950.588047384941,94338.131320289,-0.000221996320443937,-1.73472347597681e-18,0.122319938635799,-10.0893482793589,2.68449213357774
"2863",2862,23.6064231985836,10.1672413374262,0.610509692246461,3.34408766622373,1010.7239623011,94222.922208086,-0.00020648628888002,-1.73472347597681e-18,0.122319938635799,32.503547135356,3.39935941078853
"2864",2863,24.1563410555717,10.5770953992317,1.168445324455,3.58753240401179,1057.27545566596,94111.0047848031,-0.00019972406497353,-1.73472347597681e-18,0.122319938635799,56.6750469289782,3.77301646247076
"2865",2864,22.7699627775331,9.82152889272027,1.75297042285299,3.5479018653021,998.713345685617,94052.1201274549,-0.000139407275558298,-1.73472347597681e-18,0.122319938635799,82.6030133214789,3.95733659791678
"2866",2865,23.2394048505716,10.3216160768861,1.68738307291903,3.28133931326673,894.842219921335,93963.9760130392,-9.37950450533019e-05,-1.73472347597681e-18,0.122319938635799,85.4948708666666,3.68977632432691
"2867",2866,20.3069160566554,10.490123715029,1.23846425208721,0.70818504990225,374.492609035195,94066.7498559886,-3.90416365251275e-05,-1.73472347597681e-18,0.12251634567692,189.243230060514,1.42664633620354
"2868",2867,20.3995851412033,10.7466901834271,1.84204513458764,1.43238596560897,90.710729554788,94005.6707393603,-1.21425962765957e-05,-1.73472347597681e-18,0.12251634567692,163.774798018971,2.33342234332569
"2869",2868,20.3447152885104,9.25077721513964,1.8743956517848,-0.472710645220833,40.8459626408348,93988.1150651199,-3.5821078409558e-06,-1.73472347597681e-18,0.12251634567692,-238.275744816375,1.93308417135283
"2870",2869,20.1020686066022,9.61170970458113,1.25619056288018,-1.09406087713338,22.1259670884201,94042.9765471213,-4.18152935067237e-06,2.04114506613569e-06,0.12251634567692,-153.769144087137,1.66582830241987
"2871",2870,18.8595712756248,9.15728265462167,0.568409704113171,-0.79777542106574,15.8307473451305,94045.1710064014,-3.75069514056356e-06,-1.73472347597681e-18,0.12251634567692,-111.431099138859,0.979558683380757
"2872",2871,15.5929860453123,8.47020634941987,0.579931806128598,-1.04027657459881,14.8367652804004,94088.3287055758,-3.61957168531308e-06,-1.73472347597681e-18,0.12251634567692,-91.5420080124818,1.19100640276138
"2873",2872,14.2553809696673,9.14641119409634,0.647291787141861,-1.32523901960653,15.4994199902203,94060.1664781484,-3.73196321838492e-06,-1.73472347597681e-18,0.12251634567692,-81.7833718177522,1.47487122040841
"2874",2873,13.6932698120809,9.43233060591291,0.675210726640779,-1.47809966891531,16.3277383774953,94030.1755346543,-3.3947886191693e-06,-1.73472347597681e-18,0.12251634567692,-77.1304826731821,1.62501943268945
"2875",2874,13.7371656942351,9.64432408615716,0.69470966851304,-1.39836679936845,16.4934020549504,93997.6243886668,-2.57058404330907e-06,-1.73472347597681e-18,0.12251634567692,-82.9952876880903,1.56142602421679
"2876",2875,13.5432922147205,9.99329796902072,0.661029678006408,-1.29834686833925,15.9964110225856,93987.0178354798,-2.3458009771653e-06,-1.73472347597681e-18,0.12251634567692,-84.7667399018629,1.45693679537981
"2877",2876,11.7423417163362,9.10944822831016,0.589238119294904,-1.16105535923784,15.4994199902203,94005.304996147,-1.9711625335924e-06,-1.73472347597681e-18,0.12251634567692,-84.533637684787,1.30201809067505
"2878",2877,12.1398433158441,9.17685128356732,0.493516041012898,-0.979887182279288,14.5882697642178,94002.0133072269,-1.7276475452701e-06,-1.73472347597681e-18,0.12251634567692,-83.9807954987119,1.0971494760206
"2879",2878,14.9845403454519,9.28774018092582,0.587022330445783,-0.845898218070357,14.0084468931254,94058.3377620817,-2.94522248688186e-06,-1.73472347597681e-18,0.122725028158111,-109.199339399755,1.02963052197213
"2880",2879,17.0671560876593,9.83674893745575,0.65039389153063,-1.00536395716408,17.0732249260427,94096.3750562694,-1.76497813971169e-05,-1.73472347597681e-18,0.122725028158111,-103.357739376139,1.19740089381334
"2881",2880,19.8399126437365,9.97699077823268,-0.0723964310524791,-0.701058034929012,97.668604007898,94102.9584341095,-5.6293736851658e-05,-1.73472347597681e-18,0.122725028158111,18.5224736067727,0.704786216925149
"2882",2881,19.1546491501062,8.94094059016732,-1.23657189238039,0.0674913407623592,509.260010644834,94113.1992440831,-0.000120075931869939,-1.73472347597681e-18,0.122725028158111,-272.928786276968,1.23841234090392
"2883",2882,24.8294112486036,7.90380325604946,-1.75639595638406,0.629395764610378,766.784197248624,94105.1528933896,-0.0001752789065304,-1.73472347597681e-18,0.122725028158111,-220.807189920992,1.86576144887597
"2884",2883,24.2429134898204,7.22868555742554,-1.89155907618041,1.679605040417,981.40149139157,94067.1155992019,-0.00021918653211714,-1.73472347597681e-18,0.122725028158111,-152.042426015517,2.5296380829033
"2885",2884,24.0868392421607,6.87536309035181,-1.30526134670313,2.6080919473296,1159.98693568805,94021.7634407474,-0.000248520722248896,-1.73472347597681e-18,0.122725028158111,-83.5236612321027,2.91647917683682
"2886",2885,27.1424803721209,7.06670079559785,-0.545688929224619,3.17141174756011,1273.21805922854,93970.9251340928,-0.000260790131275907,-1.73472347597681e-18,0.122725028158111,-30.6713623579381,3.21801629580096
"2887",2886,27.0949264997871,7.46785768898309,-0.158812196168179,3.40353347428826,1327.80424094997,93890.095883944,-0.000251798808630158,-1.73472347597681e-18,0.122725028158111,-8.39288821037244,3.40723662580873
"2888",2887,26.9973800949999,7.89075750341902,0.235598218975271,3.67953186887355,1326.06477233669,93808.5351473685,-0.000234902614825022,-1.73472347597681e-18,0.122725028158111,11.5095803595586,3.68706676029068
"2889",2888,26.1182431218549,9.1301040033083,0.44299605525295,4.05319123385057,1268.49664442108,93770.4978531808,-0.000188522375510701,-1.73472347597681e-18,0.122725028158111,19.5954329265594,4.07732813042228
"2890",2889,26.4718488392086,9.24969006908714,0.871529618672856,3.97345836430371,1154.27153881586,93744.1643418202,-0.000135211324990282,-1.73472347597681e-18,0.122725028158111,38.8653459778881,4.06791534438454
"2891",2890,23.955151595698,11.1978557952289,0.915402237885442,2.71566055239874,794.947022415973,93841.4520365694,-7.3414713722938e-05,-1.73472347597681e-18,0.122933710639303,58.5218152282498,2.86579369337367
"2892",2891,24.0990325427592,11.9110236056915,0.710220190456883,2.0183517879593,478.612230315659,93830.4797401691,-2.53860652568966e-05,-1.73472347597681e-18,0.122933710639303,60.9029639394165,2.13966274419384
"2893",2892,24.3563111853855,11.5272610491469,1.0120106317071,2.46089280355077,320.154922829957,93862.2993997299,-7.49707957629225e-06,-1.73472347597681e-18,0.122933710639303,70.2280646784603,2.66085679984027
"2894",2893,23.978318866835,10.5173023663423,1.48087155218099,2.0060851926444,81.1022362623985,93873.6374393435,-6.54175154518144e-06,-1.73472347597681e-18,0.122933710639303,114.461929840122,2.49346312469346
"2895",2894,23.2113602591953,10.665154229487,1.40686420462037,0.76338472881931,44.1592361899347,93887.5356814506,-6.22330886814446e-06,-1.73472347597681e-18,0.122933710639303,193.255406303409,1.60063210465011
"2896",2895,21.6811010340955,11.9371151109523,0.177987708898138,-0.535458998177832,20.1380029589604,93864.49385901,-5.64261928060654e-06,-1.73472347597681e-18,0.122933710639303,-57.7642019377107,0.564265862203639
"2897",2896,20.5971166108974,11.6011869807192,-0.324110044312568,-0.597735559007336,23.616940185515,93865.9568318633,-3.46971630788397e-06,-1.73472347597681e-18,0.122933710639303,89.4344498711971,0.679952291948565
"2898",2897,19.9972062214559,11.2065529636492,-0.521758409654117,-1.62058089141918,41.7571128668369,93830.1139969557,-1.61525601219826e-06,-1.73472347597681e-18,0.122933710639303,56.0659928816514,1.70250235350139
"2899",2898,19.950871679182,11.1097969649736,0.00249723204779406,-1.82203612986007,45.6502092870296,93787.687784208,-1.16568987991081e-06,-1.73472347597681e-18,0.122933710639303,-0.246702839630036,1.82203784117767
"2900",2899,18.2218616543282,10.5955768821248,0.472687625831165,-1.44554601211807,33.9709200264524,93761.3542728473,-1.57779216784098e-06,-1.73472347597681e-18,0.122933710639303,-56.8864918884466,1.52086714237779
"2901",2900,16.2623982481647,10.6988557571156,0.375192916469863,-0.893549222947477,20.4693303138702,93759.5255567806,-1.37174102387584e-06,-1.73472347597681e-18,0.122933710639303,-71.5562981221202,0.969123283385143
"2902",2901,16.1441232323601,10.2498644374189,0.264846631783662,-0.666617209621786,17.8187114745901,93757.6968407138,-1.16568987991081e-06,-1.73472347597681e-18,0.122933710639303,-68.0717027617843,0.717302058083683
"2903",2902,17.4927022785437,11.0239124268234,0.324672930709915,-0.888359509545018,23.8654357016976,93791.7109595547,-2.13974983320027e-06,-1.73472347597681e-18,0.123142393120494,-63.0708641422507,0.945830391843501
"2904",2903,19.4533850147671,11.9849495372639,0.24091611221316,-1.04027657459881,35.6275568010024,93808.9008905818,-1.75186579418664e-05,-1.73472347597681e-18,0.123142393120494,-40.963783086575,1.06780893645958
"2905",2904,20.9885215601062,11.9175464820067,-0.269601638624204,0.117501306276961,158.135846278971,93833.0399426625,-5.91784528671691e-05,-1.73472347597681e-18,0.123142393120494,-208.761458485115,0.294094543515598
"2906",2905,20.4447003534174,11.2870017715367,-0.487192103607838,1.01956785404977,394.620745845977,93849.1326440496,-0.000118745965395255,-1.73472347597681e-18,0.123142393120494,-80.2375932996512,1.12998882951535
"2907",2906,24.7525934548336,12.3730606780187,-0.531064722820424,1.18752585143843,580.826719305392,93855.7160218897,-0.00017293741625807,-1.73472347597681e-18,0.123142393120494,-75.6945404284898,1.30086409269335
"2908",2907,24.4940954821475,12.3545791951256,-0.684840468949387,1.60034396299764,721.309517787228,93837.7946044359,-0.000218924285206639,-1.73472347597681e-18,0.123142393120494,-72.7834591571084,1.74072033015467
"2909",2908,24.3892330970012,12.4100236438048,-0.849252001554128,2.27076057616979,870.241163819268,93792.4424459814,-0.000248726773392861,-1.73472347597681e-18,0.123142393120494,-64.4199945050192,2.42437261088939
"2910",2909,26.9217816312898,12.0284353793652,-0.734030981399862,3.47760483830516,1009.64714839765,93731.3633293532,-0.000257118674528893,-1.73472347597681e-18,0.123142393120494,-37.44366091356,3.55422803053748
"2911",2910,27.218078835831,12.9796881753329,0.270164525021551,3.98336599898113,1211.3426756991,93665.8952941648,-0.000242563970996087,-1.73472347597681e-18,0.123142393120494,12.1895036784009,3.99251719500606
"2912",2911,27.370495093311,13.7363418278969,1.79019567551822,3.36484651983356,1427.28527926169,93661.5063756047,-0.000178519529067306,-1.73472347597681e-18,0.123142393120494,88.0094219691191,3.81142921470151
"2913",2912,25.6902582708509,13.1231914542675,1.48087155218099,3.62527577421149,1298.81309739534,93599.6957725497,-0.00013566089112257,-1.73472347597681e-18,0.123142393120494,69.8039545583229,3.91607009553502
"2914",2913,26.9132463208709,11.671851474134,1.61647782974717,4.7651255542424,1463.89695197924,93653.4600249111,-0.000136391436087537,0.000260450110439049,0.123142393120494,58.8688092600619,5.03184082834086
"2915",2914,21.983494888936,10.9162849676225,1.58191152370089,1.02239860681474,647.589181319755,93649.071106351,-6.04147597309596e-05,-1.73472347597681e-18,0.123338800161616,179.464043243748,1.88354532200168
"2916",2915,21.6420824721807,10.2183372018953,2.08932717014949,1.22055130036316,136.765231887277,93751.1134628737,-2.17708042764184e-05,-1.73472347597681e-18,0.123338800161616,187.575748481889,2.41971764897127
"2917",2916,21.8469299222339,10.9282435742003,1.98740088308994,0.253849231123373,57.3294985476068,93836.3316315826,-7.72186264243592e-06,-1.73472347597681e-18,0.123338800161616,259.875895704423,2.00354727976372
"2918",2917,21.838394611815,11.7718689109671,1.3909105249067,0.228372456238576,52.9394110950493,93918.2581113714,-6.03598964635807e-06,-1.73472347597681e-18,0.123338800161616,253.450645688289,1.40953398932579
"2919",2918,23.4418136405052,10.0487424176999,1.03549799350777,0.136844783504306,54.3475523534166,93946.7860820121,-3.82562282927811e-06,-1.73472347597681e-18,0.123338800161616,259.09273866741,1.04450111983232
"2920",2919,21.3701718688363,9.51712799801061,0.762512807296127,-0.040549056434279,41.3429536731996,93960.3185809058,-3.22620131956155e-06,-1.73472347597681e-18,0.123338800161616,-273.180271071361,0.763590208991925
"2921",2920,18.4645083362365,11.2706945807487,0.794863324493287,-0.648217316649433,29.2495052189852,93968.7306748127,-2.83283095381002e-06,-1.73472347597681e-18,0.123338800161616,-159.60071208313,1.02566729217067
"2922",2921,18.1267539096607,10.8086575084216,1.14052638495609,-1.18889109476012,26.5160545409776,93959.9528376925,-3.7694270627422e-06,-1.73472347597681e-18,0.123338800161616,-137.63494243706,1.64750188770178
"2923",2922,17.9316611000862,11.4761651846777,1.29474528885487,-1.46347411296293,59.9801173868864,94049.5599249615,-5.99852580200079e-06,0.000604995397602935,0.123338800161616,-130.374216249532,1.95400149496476
"2924",2923,17.2195723451394,13.3504049792472,0.282572942576626,-2.75618454230262,285.28271872568,94063.4581670685,-4.78081761047326e-05,0.000596830817338389,0.123338800161616,-18.3899288069991,2.77063182308735
"2925",2924,16.3770152737897,11.3881063544225,0.534729713606539,-3.95359296188807,715.92544826994,94097.8380291227,-6.74954263144867e-05,2.04114506613569e-06,0.123338800161616,-24.198444253056,3.98959060241833
"2926",2925,15.7393056524931,7.85270739158034,1.19326215956515,-4.59853280017543,729.924029014887,94126.7317429768,-0.000110241672726151,-1.73472347597681e-18,0.123338800161616,-45.6998449131775,4.75082924295742
"2927",2926,14.5675294649865,2.52786602626639,1.70688201479129,-5.2547956495227,778.877645702838,94318.7469299818,-9.2952108555263e-05,-1.73472347597681e-18,0.123559758082877,-56.5330333566847,5.52506321508276
"2928",2927,14.1090613624864,2.31804683812726,1.95992510136085,-5.468045691151,843.320816232832,94386.4094244503,-8.72014084464195e-05,7.55223674470586e-05,0.123559758082877,-61.9500957205143,5.80868574493915
"2929",2928,12.6263560097205,3.69980947089857,1.72194937896531,-5.47748153370092,823.358343099505,94455.1691485588,-0.000138489411371545,0.000584583946941568,0.123559758082877,-54.8255721065379,5.74176920606825
"2930",2929,11.4948177141886,5.76756126281919,1.34659474792429,-4.91652069410789,813.418522452205,94490.646240253,-0.000225611581424415,0.000918515279761544,0.123559758082877,-48.1204157629876,5.09759680150642
"2931",2930,10.0023577209438,5.28160697733625,0.685403355346734,-4.32913949537508,793.538881157606,94513.6880626936,-0.000240971757610902,0.00138144698076136,0.123559758082877,-28.2635858452867,4.3830613194361
"2932",2931,9.73410510777893,6.15784669567904,0.522321296051464,-3.77761449833198,872.394791626183,94559.0402211481,-0.000222970380397226,0.00145166237103647,0.123559758082877,-24.7313409715938,3.81355357040082
"2933",2932,9.66216463424837,6.48942624170206,0.542263395693549,-3.56908237797864,886.310540532403,94584.2765028688,-0.000200398414171961,0.00171292893950197,0.123559758082877,-27.1404760429887,3.61004135864214
"2934",2933,8.91471530756615,5.75668980229381,0.463824470434683,-3.24118684936875,969.639370292266,94555.748532228,-0.000188241396678022,0.00171456185555488,0.123559758082877,-25.5848869889388,3.27420606130631
"2935",2934,9.17809060049171,6.53508637590852,0.366772918843205,-3.19872555789409,1038.05846908118,94497.9611045199,-0.000207535276522024,0.00104710741892816,0.123559758082877,-20.5494526663447,3.21968438961362
"2936",2935,9.6389973631114,7.00364632455086,-0.27890795179051,-3.0595468802827,1142.75791323274,94377.2658441167,-0.000184551208008829,0.000285352080245918,0.123559758082877,16.3635521804285,3.07223318747448
"2937",2936,11.0924387944412,6.48833909564951,-0.990619330128016,-2.81657393462214,1208.69205685982,94330.8164560222,-0.000151639220740952,3.67406111904597e-05,0.123559758082877,60.8756505961457,2.98570182476685
"2938",2937,12.1435013060237,5.73277258913805,-1.83660751272223,-2.01688627851602,1041.95156550137,94275.223487594,-0.000105633619870205,1.63291605290855e-06,0.123559758082877,132.956829159668,2.72781183666578
"2939",2938,10.94855784738,6.40897743381453,-1.2587297808716,-0.0919743983313688,346.412615706573,94303.3857150214,-6.50977402756204e-05,-1.73472347597681e-18,0.123756165123999,269.614212706742,1.262085556213
"2940",2939,10.3327961671606,8.08100806261257,-0.262954272076842,-0.033943966649332,102.307186976638,94314.7237546351,-1.96166332258744e-05,-1.73472347597681e-18,0.123756165123999,259.635473449878,0.265136082183005
"2941",2940,11.0046470301327,8.20602985865401,0.527639189289354,-0.571786991995043,27.1787092507975,94339.9600363557,-1.9711625335924e-06,-1.73472347597681e-18,0.123756165123999,-134.147594176301,0.778038224182248
"2942",2941,9.66094530418854,8.23212136391487,0.732821236717913,-0.635007137079538,19.3096845716855,94348.0063870493,-7.34855669802005e-07,-1.73472347597681e-18,0.123756165123999,-154.221686412578,0.969670577632797
"2943",2942,9.31709422731353,7.90923898631212,0.852916992340244,-0.812400977018124,21.6289760560553,94320.2099028352,-6.78659903266088e-07,-1.73472347597681e-18,0.123756165123999,-145.750079109559,1.17790608423708
"2944",2943,7.49907310809141,6.32635433382188,1.03461167796813,-1.08368145032846,22.8714536369675,94248.1584898067,-2.66557615335918e-07,-1.73472347597681e-18,0.123756165123999,-137.202756457202,1.49826126225502
"2945",2944,7.31983158929489,5.86649155359981,0.905652766949312,-0.92327212697974,23.4512765080603,94125.6345133368,-6.78659903266088e-07,-1.73472347597681e-18,0.123756165123999,-139.637652499358,1.29330520556466
"2946",2945,7.28203235743985,5.08592068788005,0.84494015248341,-0.973753884621837,27.8413639606174,94059.0692485084,-1.85877100052057e-06,-1.73472347597681e-18,0.123756165123999,-128.643956242201,1.28923251940634
"2947",2946,7.08572021780554,3.78351971694377,1.13653796502767,-1.26437783515952,33.9709200264524,93988.1150651199,-3.88181859581403e-06,-1.73472347597681e-18,0.123756165123999,-131.796378728274,1.70010877769392
"2948",2947,6.89428539841055,2.22998800787195,1.34083369691658,-1.52291992102746,42.0056083830195,93924.8414892116,-8.93943758404779e-06,-1.73472347597681e-18,0.123756165123999,-129.942104168748,2.02906877376033
"2949",2948,7.31617359911536,0.0774388238536972,1.52740311801253,-1.74041609180322,47.3068460615796,93920.8183138648,-1.2760749708491e-05,-1.73472347597681e-18,0.123756165123999,-129.654935968672,2.31560110069113
"2950",2949,7.40274603336405,-0.974918554999704,1.712643065799,-1.9310201113117,50.0402967395867,93908.3830446111,-1.53832188135011e-05,-1.73472347597681e-18,0.123756165123999,-130.596550332727,2.58108212599283
"2951",2950,10.0169896816619,-2.98070302192582,1.97454930776504,-1.93479444833167,58.8204716447017,93942.0314202387,-2.16396808211679e-05,-1.73472347597681e-18,0.12395257216512,-143.202060518326,2.76446640892786
"2952",2951,12.7336570549865,0.170933384371665,2.28786185103068,-1.99565563277869,411.518440946386,93931.0591238384,-5.42519573341859e-05,-1.73472347597681e-18,0.12395257216512,-153.631630993277,3.0359435525126
"2953",2952,14.059068830033,-2.89699277588062,2.60250386760579,-2.09614735593539,1765.40484494734,93891.193113584,-0.000113276244119091,-1.73472347597681e-18,0.12395257216512,-160.695038877195,3.34168522136631
"2954",2953,13.7359463641753,-4.82015414281415,3.56415622812409,-3.73892754387729,2209.96332339781,93883.1467628905,-0.000186686647137194,-1.73472347597681e-18,0.12395257216512,-137.06488143258,5.16553857761608
"2955",2954,18.7022776979054,-3.20248081664283,3.86240140721571,-4.98257159195737,2276.72578541218,93845.4752119161,-0.000240353604179007,-1.73472347597681e-18,0.12395257216512,-118.696313503545,6.30429728831394
"2956",2955,18.7961661125131,-3.18508647980229,3.96920242974332,-5.97805298097443,2473.36857055126,93827.9195376757,-0.000288213665345441,-1.73472347597681e-18,0.12395257216512,-105.5030551943,7.17577071621004
"2957",2956,19.2656081855517,-3.14051349164839,3.86816245822343,-5.969088930552,2936.15005352179,93806.3406880884,-0.000323804317484863,-1.73472347597681e-18,0.12395257216512,-103.498328021582,7.11285480408869
"2958",2957,21.9286250362431,-5.48874896512285,3.73876038943479,-5.86104853335536,3362.31986377476,93732.0948157798,-0.000343060733484508,-1.73472347597681e-18,0.12395257216512,-102.207903574233,6.95199389815279
"2959",2958,22.0115394803123,-5.84315857824907,3.58232569668688,-5.82424874741066,3615.95095395836,93680.5250226985,-0.000340569387834749,-1.73472347597681e-18,0.12395257216512,-99.2569281030134,6.83775773692354
"2960",2959,22.1834650187498,-5.77684266904447,3.536680446395,-5.63694727279465,3748.97888695472,93637.367323524,-0.000320563694947958,-1.73472347597681e-18,0.12395257216512,-100.859561940666,6.65456859128973
"2961",2960,22.4931748539493,-6.81180571105733,3.35011102529905,-5.33924644034452,3985.380954683,93642.4877285108,-0.000277292954715292,-1.73472347597681e-18,0.12395257216512,-100.86467169374,6.30323698051739
"2962",2961,22.2383348714426,-7.12925235839737,2.74741645833828,-4.10362285843188,4205.54798202069,93639.1960395908,-0.00021987961323775,-1.73472347597681e-18,0.12395257216512,-106.194324416357,4.93842259833974
"2963",2962,18.3962258528854,-3.08615618902166,1.8983261713553,-1.68663178926865,3865.77177956049,93752.2106925137,-0.000129647944103225,-1.73472347597681e-18,0.124173530086382,-151.988471916242,2.53936390567087
"2964",2963,17.7316909702724,-2.35776833382351,2.86130800518307,-1.43139224829319,682.461385424031,93831.5769698091,-3.35344514046065e-05,-1.73472347597681e-18,0.124173530086382,-199.249619616409,3.19936982373069
"2965",2964,17.6524345163828,-3.93739154815614,2.20897976800199,-0.971394923984356,33.3910971553601,93915.697908878,-6.29823655685902e-06,-1.73472347597681e-18,0.124173530086382,-208.170074221595,2.41313068725768
"2966",2965,15.9002572203921,-3.67538934949533,1.84514723897641,-1.3167467613116,26.1847271860674,93996.5271590268,-6.54175154518144e-06,-1.73472347597681e-18,0.124173530086382,-171.176975665545,2.2668017925983
